name,link_startupeu,link_logo,link_website,website_up,city,region,category,top_3_keywords,business_model,linkedin_global_profile,linkedin_handle,linkedin_valid,instagram_handle,instagram_valid,x_handle,x_valid,founded_year,age,total_funding_listing,headline_count,headlines,headline_financial_count,headline_funding,headline_acquisition_count,headline_bankruptcy_count,headline_non_financial_count,description_writing_score,description_market_readiness_score,description_founder_signal_score,description_word_count,description_jargon_density,description_numeric_evidence_count,status
Openlaws,https://www.eu-startups.com/directory/openlaws/,https://www.eu-startups.com/wp-content/uploads/2023/06/Openlaws-150x150.jpg,,False,Salzburg,Salzburg,Software & Analytics,"['legal', 'compliance', 'platform']",B2B,False,openlaws-search,True,,False,openlaws,True,2021,4,Between €1-€100K,0,[],0,0,0,0,0,8,6,5,83,0.2,0,inactive
notarity,https://www.eu-startups.com/directory/notarity/,https://www.eu-startups.com/wp-content/uploads/2023/06/notarity-150x150.jpg,notarity.com,True,Vienna,Vienna,Software & Analytics,"['notary', 'digital', 'platform']",platform,False,notarity,True,_notarity,True,,False,2021,4,No funding announced yet,7,"['notarity expandiert weiter: Partnerschaft mit Notariat in UK', 'Software für Notare - Start-up Notarity schon in über 100 Ländern tätig', 'notarity verkündet Markteintritt in UK, um das Notariatswesen zu digitalisieren', 'Rechtsstreit um das digitale Notariat: Start-up fühlt sich verfolgt', 'Kammer klagt Start-up: Prozess gegen Wiener Notarity geht in die finale Runde', 'notarity vs Notariatskammer: Hauptpunkte der Klage abgewiesen, einige Verbote für das Startup', '""Goliath gegen David"": Notariatskammer klagt heimisches Startup notarity']",3,0,0,0,4,7,5,5,50,0.2,0,no_funding
Netz Beweis,https://www.eu-startups.com/directory/netz-beweis/,https://www.eu-startups.com/wp-content/uploads/2023/06/Netz-Beweis-150x150.jpg,netzbeweis.com,True,Klosterneuburg,Lower Austria,Professional Services,"['cyberbullying', 'digital evidence', 'law enforcement']",B2C,False,netzbeweis,True,netzbeweis,True,netzbeweis,True,2021,4,Between €1-€100K,0,[],0,0,0,0,0,8,6,5,104,0.15,0,unclear
mjuks,https://www.eu-startups.com/directory/mjuks/,https://www.eu-startups.com/wp-content/uploads/2023/06/mjuks-150x150.jpg,mjuks.com,True,Vienna,Vienna,Health,"['apparel', 'medical', 'professionals']",B2B,False,mjuks,True,mjuks.official,True,,False,2021,4,No funding announced yet,5,"['mjuks: Wiener Startup für Medizinkleidung erhält sechsstelliges Investment', 'mjuks geht Mediziner:innen für guten Zweck an die Wäsche', 'mjuks: Wiener Praxis-Outfit-Startup erhält sechsstelliges Investment', 'mjuks: So wollen zwei Kärntner Coder die bessere Mediziner-Kleidung bieten', 'mjuks: Wiener Startup will das Gucci der Arztpraxen werden']",2,600000,0,0,3,7,5,6,66,0.15,0,funding
Miracl,https://www.eu-startups.com/directory/miracl-2/,https://www.eu-startups.com/wp-content/uploads/2023/06/Miracl-150x150.jpg,miracl.at,True,Vienna,Vienna,Professional Services,"['financial service', 'credit comparison', 'home-buying']",B2C,False,miracl1,True,miracl.at,True,miracl,True,2021,4,No funding announced yet,3,"['Start-up Miracl will Immobilienkauf ""so einfach wie Onlineshopping"" machen', 'Miracl: Wiener Startup hilft beim Wohnungskauf, auch wenn die Hausbank nein sagt', 'miracl: Seriengründer David Savasci vermittelt jetzt Wohnungskredite']",3,0,0,0,0,7,5,6,45,0.2,0,no_funding
Luminous Labs,https://www.eu-startups.com/directory/luminous-labs/,https://www.eu-startups.com/wp-content/uploads/2023/06/Luminous-Labs-150x150.jpg,luminousred.com,True,Graz,Styria,Health,"['longevity', 'biohacking', 'light-centered']",B2C,False,,False,luminouslabs,True,luminouslabs3d,True,2021,4,No funding announced yet,4,"['Luminous Labs: Biogena steigt mit sechsstelligem Betrag ein – Seed-Runde noch offen', 'Luminous Labs: Health-Startup holt Biogena an Bord, Bewertung bei 5 Mio. Euro', '6 neue Startups: Luminous Labs, iLARIZ, Outzip, gutfeel, Sagio, VidLab7', 'New agency Luminous Labs names SP Lee as creative director']",2,600000,0,0,3,7,5,6,83,0.3,0,funding
Let’s Connect,https://www.eu-startups.com/directory/lets-connect/,https://www.eu-startups.com/wp-content/uploads/2023/06/Lets-Connect-150x150.jpg,letsconnect.at,True,Innsbruck,Tyrol,Professional Services,"['communication', 'AI-driven', 'customer experience']",B2B,False,,False,letsconnect_hannover,True,,False,2021,4,Between €500K-€ 1 million,1,['Let’s Connect: Digital Thread Advances Manufacturing'],0,0,0,0,1,7,6,5,83,0.2,0,unclear
Klarsicht,https://www.eu-startups.com/directory/klarsicht/,https://www.eu-startups.com/wp-content/uploads/2023/06/Klarsicht-150x150.jpg,,False,Vienna,Vienna,Software & Analytics,"['optician', 'eyewear', 'sunglasses']",B2C,False,klarsicht,True,klarsichtonline,True,klarsicht_it,True,2021,4,Between €500K-€ 1 million,7,"['Klarsicht.online vor dem Aus: Konkurs nach Millioneninvestment', 'Wiener Startup Klarsicht.online nach Millionen-Investment pleite', 'Klarsicht.online vor dem Aus: Konkurs nach Millioneninvestment', 'Wie Klarsicht täglich 150 Brillen für die AR-Anprobe digitalisiert', 'Warda Network entwickelte Kampagne für Klarsicht.online - Werbung', 'Klarsicht.online erweitert Finanzierungsrunde und erhält zusätzlich über 20 Mio. Euro Medienvolumen', 'Online-Handel: Optik Dangl neuer Partnerbetrieb von Start Up ""Klarsicht.online"" - Waidhofen/Thaya']",3,20000000,1,2,4,7,7,5,66,0.0,0,bankrupt
Keyone,https://www.eu-startups.com/directory/keyone/,https://www.eu-startups.com/wp-content/uploads/2023/06/keyone-150x150.jpg,keyone.at,True,Innsbruck,Tyrol,PropTech,"['vacation rental', 'management', 'DACH']",B2B2C,False,keyone,True,keyone.at,True,,False,2021,4,Between €5 million-€10 million,4,"['keyone: Tiroler Startup mit Schröcksnadel-Enkel als CEO kauft Salzburger Unternehmen', 'Tiroler Start-up keyone kommt nach Zell am See', 'Keyone kauft HolidayFlats24', 'keyone: Tiroler Startup mit Schröcksnadel-Enkel als CEO kauft Salzburger Unternehmen']",3,0,2,0,0,8,8,7,83,0.2,0,probably_funding
HeartBeat.bio,https://www.eu-startups.com/directory/heartbeat-bio/,https://www.eu-startups.com/wp-content/uploads/2021/06/HeartBeat.bio_-150x150.png,heartbeat-bio.eu,True,Vienna,Vienna,Health,"['drug discovery', 'cardiac organoids', 'heart failure']",B2B,False,heartbeatbio,True,,False,,False,2021,4,Between €1 million-€ 2.5 million,2,"['HeartBeat.bio: Wiener BioTech holt sich 4,5 Mio. Euro Investment für KI-Plattform gegen Herzerkrankungen', 'Biotech-Start-up: HeartBeat.bio erforscht Herzmedikamente']",1,4500000,0,0,1,8,5,6,157,0.25,1,funding
imd BIOTECH,https://www.eu-startups.com/directory/imd-biotech/,https://www.eu-startups.com/wp-content/uploads/2023/06/imd-BIOTECH-150x150.jpg,imdbiotech.com,True,Vienna,Vienna,Health,"['biomolecule', 'detection', 'diagnostics']",platform,False,imd-biotech,True,,False,,False,2021,4,No funding announced yet,5,"['imd Biotech: Wiener Diagnostik-Startup holt 400.000 Euro u.a. von Futter und Hansmann', 'Dr. Christoph Zaba – Chief Technology Officer – imd BIOTECH GmbH', 'Thomas Werzer von IMD Biotech im SCALEup Talk', 'Christine Unger – Head of Sensor Development, R&D – imd BIOTECH GmbH', 'imd BIOTECH']",1,400000,0,0,4,6,5,4,36,0.5,0,funding
Futureweb,https://www.eu-startups.com/directory/futureweb/,https://www.eu-startups.com/wp-content/uploads/2023/06/Futureweb-150x150.jpg,futureweb.at,True,Sankt Johann,Tyrol,Professional Services,"['web hosting', 'website creating', 'domain services']",B2B,False,futureweb-gmbh-at,True,futureweb_gmbh,True,,False,2021,4,No funding announced yet,1,['フューチャースピリッツ Trend Micro™社のサーバーセキュリティソリューションC1WSをFutureWeb Pro/VPSサーバーに提供開始'],0,0,0,0,1,6,6,5,30,0.2,0,no_funding
Econutri,https://www.eu-startups.com/directory/econutri/,https://www.eu-startups.com/wp-content/uploads/2023/06/Econutri-150x150.jpg,econutri.com,True,Graz,Styria,Health,"['sustainable', 'protein', 'CO2']",B2B,False,econutri-gmbh,True,econutri30,True,econutri30,True,2021,4,No funding announced yet,3,"['EcoNutri: Grazer Start-up macht aus CO2 Hundefutter', 'Econutri: Sechsstelliges Investment für Proteinherstellung mit CO₂-Reduktion', 'Econutri: Grazer Spin-off will das CO2 der Industrie essbar machen']",2,100000,0,0,1,8,6,7,56,0.25,0,funding
Delphi Data Labs,https://www.eu-startups.com/directory/delphi-data-labs/,https://www.eu-startups.com/wp-content/uploads/2023/06/Delphi-Data-Labs-150x150.jpg,delphidata.io,True,Vienna,Vienna,Software & Analytics,"['data science', 'cleantech', 'market intelligence']",B2B,False,delphidata,True,,False,,False,2021,4,No funding announced yet,4,"['Spotlight On… Delphi Data Labs', 'Roland Kristan – Principal Data Engineer – Delphi Data Labs', 'Delphi Data Labs GmbH', 'Delphi Data Labs']",0,0,0,0,4,7,6,7,56,0.25,0,no_funding
Dark Forest,https://www.eu-startups.com/directory/dark-forest/,https://www.eu-startups.com/wp-content/uploads/2023/06/Dark-Forest-150x153.jpg,,False,Vienna,Vienna,Software & Analytics,"['Web3', 'tools', 'profitability']",B2C,False,drkfrst,True,,False,darkforest_eth,True,2021,4,Between €100K-€500K,1,"['Dark Forest Capital Management LP Purchases Shares of 19,462 Hercules Capital, Inc. (NYSE:HTGC)']",1,0,0,0,0,7,5,6,66,0.25,0,inactive
Daphos,https://www.eu-startups.com/directory/daphos/,https://www.eu-startups.com/wp-content/uploads/2023/06/Daphos-150x150.jpg,daphos.ai,True,Linz,Upper Austria,Software & Analytics,"['resource management', 'healthcare', 'analytics']",B2B,False,daphos-gmbh,True,,False,,False,2021,4,No funding announced yet,2,"['Daphos: Investment für Gesundheits- und IT-Startup aus OÖ', 'Daphos: Wie ein Linzer Startup in die Zukunft blickt und damit Personalmangel bekämpft']",2,0,0,0,0,7,6,5,81,0.25,0,no_funding
CellEctric Biosciences,https://www.eu-startups.com/directory/cellectric-biosciences/,https://www.eu-startups.com/wp-content/uploads/2023/06/CellEctric-Biosciences-150x150.jpg,cellectric-biosciences.com,True,Vienna,Vienna,Health,"['electrodynamics', 'biotechnology', 'cell manipulation']",B2B,False,cellectric-biosciences,True,,False,,False,2021,4,No funding announced yet,0,[],0,0,0,0,0,8,5,6,66,0.25,0,no_funding
captic.io,https://www.eu-startups.com/directory/captic-io/,https://www.eu-startups.com/wp-content/uploads/2023/06/Captic-150x150.jpg,captic.io,True,Vienna,Vienna,Professional Services,"['metaverse', 'platform', 'businesses']",B2B,False,captic-io,True,captic.io,True,,False,2021,4,No funding announced yet,0,[],0,0,0,0,0,7,6,5,66,0.25,0,no_funding
Beyond Now,https://www.eu-startups.com/directory/beyond-now/,https://www.eu-startups.com/wp-content/uploads/2023/06/Beyond-Now-150x150.jpg,beyondnow.com,True,Premstatten,Styria,Software & Analytics,"['digital platform', 'SaaS', 'monetizing 5G']",B2B,False,beyondnowplatforms,True,beyond.now,True,beyondplatforms,True,2021,4,No funding announced yet,5,"['""Beyond Now"": Premstättner arbeiten mit Amazon zusammen - Graz-Umgebung', 'Neue Österreich-Personalchefin bei Beyond Now', 'Anita Jurina neue Personalchefin bei Beyond Now', 'Anita Jurina neue Österreich-Personalchefin bei Digitalplattform-Anbieter Beyond Now', '– Beyond Now – Donny McCaslin']",0,0,0,0,5,7,6,5,108,0.5,0,no_funding
Auvaria,https://www.eu-startups.com/directory/auvaria/,https://www.eu-startups.com/wp-content/uploads/2023/06/Auvaria-150x150.jpg,auvaria.com,True,Vienna,Vienna,Professional Services,"['cloud', 'AWS', 'consulting']",B2B,False,auvaria,True,,False,,False,2021,4,No funding announced yet,0,[],0,0,0,0,0,7,7,6,66,0.25,1,no_funding
Artikuno,https://www.eu-startups.com/directory/artikuno/,https://www.eu-startups.com/wp-content/uploads/2023/06/Artikuno-150x150.jpg,artikunocommerce.com,True,Vienna,Vienna,e-commerce,"['e-commerce', 'aggregator', 'portfolio']",B2B,False,,False,artikuno,True,,False,2021,4,Between €1 million-€ 2.5 million,0,[],0,0,0,0,0,7,5,6,45,0.33,0,unclear
Arboretum Haus,https://www.eu-startups.com/directory/arboretum-haus/,https://www.eu-startups.com/wp-content/uploads/2023/06/Arboretum-Haus-150x150.jpg,arboretum.haus,True,Niederosterreich,Lower Austria,ConstructionTech/Green Building,"['smart home', 'platform', 'security']",B2C,False,arboretum-haus-spain,True,arboretum.haus,True,,False,2021,4,Between €1 million-€ 2.5 million,1,['Nachhaltiges und ökologisches Bauen mit Arboretum Haus'],0,0,0,0,1,7,6,5,104,0.25,0,unclear
afreshed,https://www.eu-startups.com/directory/afreshed/,https://www.eu-startups.com/wp-content/uploads/2023/06/afreshed-150x150.jpg,afreshed.at,True,Linz,Upper Austria,Software & Analytics,"['food waste', 'Retterbox', 'organic']",B2C,True,afreshed,True,afreshed.at,True,,False,2021,4,Between €500K-€ 1 million,9,"['Afreshed: Die Bio-Retterbox-Revolution – Nachhaltige Lebensmittel direkt nach Hause', 'Afreshed: Linzer Lebensmittelretter-Startup erhält über 200.000 Euro vom EIT', 'Afreshed: Rettung für die ""Wunderlinge"" im Obst- und Gemüsesortiment', '""Afreshed"" rettet tonnenweise Obst und Gemüse vor dem Müll', 'Afreshed: Linzer Start-up überzeugt bei „2Minuten2Millionen"" - Linz', 'Afreshed: Die Mehrweg-Logistik zur letzten Meile', 'Afreshed: Linzer Startup rettet ""hässliches"" Bio-Obst & Gemüse', 'Afreshed: Linzer Lebensmittelretter-Startup baut 2023 Umsatz auf 4,7 Mio. Euro aus', 'Afreshed: Linzer Lebensmittelretter-Startup baut 2023 Umsatz auf 4,7 Mio. Euro aus']",5,200000,0,0,4,8,7,6,104,0.15,1,funding
24 Sens,https://www.eu-startups.com/directory/24-sens/,https://www.eu-startups.com/wp-content/uploads/2023/06/24-Sens-150x78.jpg,24sens.com,True,Lustenau,Vorarlberg,Health,"['heart rate', 'atrial fibrillation', 'medical diagnosis']",B2B,False,,False,,False,,False,2021,4,No funding announced yet,0,[],0,0,0,0,0,7,6,5,66,0.25,0,no_funding
123 Shared Mobility,https://www.eu-startups.com/directory/123-shared-mobility-holding-gmbh/,https://www.eu-startups.com/wp-content/uploads/2023/06/123-Shared-Mobility-Holding-GmbH-150x150.jpg,123-transporter.at,True,Ternitz,Lower Austria,Mobility,"['rental', 'mobility', 'sustainable']",B2C,False,,False,,False,,False,2021,4,Between €100K-€500K,0,[],0,0,0,0,0,7,5,5,42,0.14,0,unclear
I Style You Daily,https://www.eu-startups.com/directory/i-style-you-daily/,https://www.eu-startups.com/wp-content/uploads/2022/06/I-Style-You-Daily-150x107.jpg,,False,Innsbruck,Tyrol,Software & Analytics,"['outfit', 'closet', 'fashion']",B2C,False,,False,istyleyoudaily,True,,False,2021,4,No funding announced yet,0,[],0,0,0,0,0,6,5,6,104,0.25,0,inactive
Fermify,https://www.eu-startups.com/directory/fermify/,https://www.eu-startups.com/wp-content/uploads/2022/06/Fermify-150x150.jpg,fermify.org,True,Gerasdorf Bei Wien,Lower Austria,Health,"['microorganisms', 'production', 'cheese']",B2B,False,fermify,True,,False,,False,2021,4,No funding announced yet,6,"['Fermify: Eiweißbestandteil des Wiener Biotechs gilt nun als sicher', 'Fermify reicht als erstes Unternehmen ein Zulassungsdossier für tierfreies Kasein in Singapur ein', 'Fermify: Wiener FoodTech-Startup holt sich US-Zertifikat für sein tierfreies Kaseinprotein', 'Fermify erhält den US-GRAS-Status für fermentiertes Kasein', 'Fermify erhält Millionenfinanzierung für die Inhouse-Pr...', 'Fermify: Veganes Käse-Startup aus Wien erweitert Seed-Runde auf 6 Mio. Euro']",5,6000000,0,0,0,7,5,6,174,0.25,0,funding
F-Technologies,https://www.eu-startups.com/directory/f-technologies/,https://www.eu-startups.com/wp-content/uploads/2022/06/F-Technologies-150x150.jpg,f-technologies.com,True,Lustenau,Vorarlberg,Hardware,"['business', 'solutions', 'innovation']",B2B,False,f-technologies,True,,False,,False,2021,4,No funding announced yet,1,['S.I.E Group heißt nun F Technologies'],0,0,0,0,1,6,5,5,108,0.25,0,no_funding
Explore with us,https://www.eu-startups.com/directory/explore-with-us/,https://www.eu-startups.com/wp-content/uploads/2022/06/Explore-with-us-150x150.jpg,explorewithus.eu,True,Innsbruck,Tyrol,Professional Services,"['travel', 'Europe', 'agency']",B2C,False,explore-with-us-gmbh,True,explorewithus.eu,True,,False,2021,4,No funding announced yet,0,[],0,0,0,0,0,7,6,6,116,0.1,2,no_funding
CamBuildr,https://www.eu-startups.com/directory/cambuildr/,https://www.eu-startups.com/wp-content/uploads/2022/06/CamBuildr-150x150.jpg,cambuildr.com,True,Vienna,Vienna,Software & Analytics,"['movement', 'campaigns', 'solution']",B2B,False,cambuildr,True,cambuildr,True,cambuildr,True,2021,4,No funding announced yet,1,['Wichtiges&Mehr: dfv Mediengruppe / CDU / CamBuildr / Kernwert / Meinecke & Rosengarten / GfK / HTW Berlin / YouGov / Civey / Seven.One Media - planung&analyse'],0,0,0,0,1,7,6,5,108,0.25,0,no_funding
Ataleo,https://www.eu-startups.com/directory/ataleo/,https://www.eu-startups.com/wp-content/uploads/2022/06/Ataleo-150x150.jpg,,False,Vienna,Vienna,Professional Services,"['digital solution', 'workflow', 'SAAS']",B2B,True,,False,ataleo.app,True,,False,2021,4,Between €500K-€ 1 million,2,"['Ataleo-Founder: Das waren die Gründe für die Insolvenz', 'Wiener Startup mit Ex-Business Angel of the Year an Bord insolvent']",0,0,0,2,0,7,7,5,157,0.25,0,bankrupt
ArtAdvance,https://www.eu-startups.com/directory/artadvance/,https://www.eu-startups.com/wp-content/uploads/2022/06/ArtAdvance-150x150.jpg,,False,Vienna,Vienna,FinTech/InsurTech,"['NFT', 'tokenization', 'artworks']",B2C,False,,False,artadvance_official,True,,False,2021,4,No funding announced yet,0,[],0,0,0,0,0,7,7,6,134,0.25,0,inactive
Arkeon Biotechnologies,https://www.eu-startups.com/directory/arkeon-biotechnologies/,https://www.eu-startups.com/wp-content/uploads/2022/06/Arkeon-Biotechnologies-150x150.jpg,arkeon.bio,True,Tulln,Lower Austria,Health,"['CO2', 'food', 'technology']",B2B,True,arkeon-bio,True,,False,,False,2021,4,Between €5 million-€10 million,3,"['Arkeon: Wiener Startup wandelt CO2 in Lebensmittel um & erhält 6,5 Millionen Euro Investment', 'Arkeon Biotechnologies: 6,5 Mio. Euro für das Wiener Startup, das CO2 zu Nahrung wandelt', 'Arkeon-Gründer Gregor Tegl: ""Wir können das CO2 quasi wegessen""']",3,6500000,0,0,0,7,6,8,134,0.21,1,funding
Arcletic,https://www.eu-startups.com/directory/arcletic/,https://www.eu-startups.com/wp-content/uploads/2022/06/Arcletic-150x150.jpg,arcletic.com,True,Vienna,Vienna,Health,"['mental training', 'high performer', 'elite sports']",B2C,False,arcletic,True,arcletic,True,,False,2021,4,Between €100K-€500K,0,[],0,0,0,0,0,7,5,6,155,0.2,1,unclear
ONE TWO BEER,https://www.eu-startups.com/directory/one-two-beer/,https://www.eu-startups.com/wp-content/uploads/2022/05/ONE-TWO-BEER-150x150.jpg,onetwobeer.com,True,Vienna,Vienna,AgTech/FoodTech,"['draft beer', 'machine', 'events']",B2B2C,False,one-two-beer,True,one.two.beer,True,,False,2021,4,Between €100K-€500K,2,"['Wiener Bier-Startup: „Unsere Maschine ersetzt 5 Barkeeper“', 'One Two Beer: Bierzapfmaschine verspricht Effizienzsteigerung in der Gastronomie']",0,0,0,0,2,7,6,5,56,0.14,0,unclear
