name,link,category,based_in,tags,founded,business_name,logo_link,long_business_description,business_description,total_funding,website,company_status,social_links
Reisenbauer Solutions,https://www.eu-startups.com/directory/reisenbauer-solutions-gmbh/,Austria,Vienna,"E-Mobility, Energy-Management, Energy-Communties, IoT",2020.0,Reisenbauer Solutions,https://www.eu-startups.com/wp-content/uploads/2022/02/Reisenbauer-150x128.png,,"We are a young and dynamic company based in Vienna, offering automation and monitoring solutions for businesses and organisations. We are passionate about making automation accessible, simple and user friendly. Our platform is built with an emphasis on flexibility, scalability, and hardware independence, making it a perfect solution for a wide range of applications such as e-mobility, energy management, energy community, building automation, ICE/HVAC and monitoring/IoT. Our in-house engineering software enables rapid implementation of individual solutions and their visualisation. Whether you are creating a solution with our free software yourself or prefer us to do it, we’ll support you all the way from planning to commissioning. INDUSTRY SECTORS: E-mobility, energy efficiency / green building, IoT",Between €1-€100K,https://reisenbauer.solutions,,()
WeDress Collective,https://www.eu-startups.com/directory/wedress-collective/,Austria,Vienna,"Fashion, Apparel, Internet",2020.0,WeDress Collective,https://www.eu-startups.com/wp-content/uploads/2022/01/WeDress-Collective-150x150.jpg,,"WeDress offers you a smart way to lend and rent your wardrobe, on-demand. The fashion sharing platform, which operates in Vienna, Berlin & Munich allows members to share clothes and accessories, securely and in seconds. WeDress offers an intuitive online platform, that makes it easily possible to follow the credo 'sharing is caring' and to connect people. With WeDress we are changing consumer habits and contribute to a more sustainable fashion industry. We at WeDress believe, that there is a chance to combine consumption & sustainability. Our mission is to make people express their individual style with a larger selection of clothes, while dramatically reducing their environmental footprint. Our goal: to extend the life of clothing. With us, everyone gets access to the perfect piece, for every occasion, at a fraction of the original price - without having to consume disposable fashion. On the other hand, unworn clothing can be monetised without members having to part with it. Together we can fill an infinite wardrobe.",No funding announced yet,https://www.wedresscollective.com/home,,()
Smart Inspection,https://www.eu-startups.com/directory/smart-inspection/,Austria,Vienna,"Information Technology, Mobile, Software",2020.0,Smart Inspection,https://www.eu-startups.com/wp-content/uploads/2022/01/Smart-Inspection-150x150.png,,"Inspections make an important contribution to the long-term functionality and efficiency of technical systems. More and more often, drones are used professionally in industry, especially in the field of visual inspection, they are very welcome, as system downtimes can be reduced and long downtimes avoided. The investigation of a wind power park, for example, is associated with considerable resources and costs, and the work on high and inaccessible systems also represents a major safety risk for the personnel involved. Reporting also plays an important role in this context. A proper archive with reproducible data and reports generates considerable added value for system maintenance. For these reasons “Smart Inspection” was brought into being.",No funding announced yet,http://www.smartinspection.eu,,()
Shoepy,https://www.eu-startups.com/directory/shoepy/,Austria,Neumarkt In Steiermark,"Online Marketplace, Independent Supplier, Online Shopping",2020.0,Shoepy,https://www.eu-startups.com/wp-content/uploads/2022/01/Shimoku-1-150x150.jpg,,"Our goal is to give the most creative startups and innovations the opportunity to help shape online retail. At 42things you will find the latest products from the best and most innovative start-ups. We enable direct access to startups & innovations from all over the world and network communities so that regional young entrepreneurs are promoted. The range is perfectly coordinated and covers the range from new types of products to startups known in the media. What the products have in common: Without exception, all articles come from startups that support our economy and make the world a better place. So you don't need to feel guilty about your next online purchase. Sustainability is also very important to us.",No funding announced yet,https://www.shoepy.at/,,()
kontractory,https://www.eu-startups.com/directory/kontractory-2/,Austria,Vienna,"Information Technology, Legal Tech, Software",2020.0,kontractory,https://www.eu-startups.com/wp-content/uploads/2021/12/kontractory-1-150x150.jpg,,"kontractory is a legal tech company from Vienna. We offer the ideal  symbiosis of law and IT. We follow the process of;  Inform your clients comprehensively about your offer,  Use our innovative contract software, Create contracts and documents at the click of a mouse, and Offer your users the best service.",No funding announced yet,https://kontractory.com,,()
kontractory,https://www.eu-startups.com/directory/kontractory/,Austria,Vienna,"Legal Tech, Information Technology, Services",2020.0,kontractory,https://www.eu-startups.com/wp-content/uploads/2021/12/kontractory-150x150.jpg,,kontractory is a legal tech company from Vienna. We offer the ideal symbiosis of law and IT. Digital mediation of legal services and advice on the digitization of the legal services market,No funding announced yet,https://kontractory.com,,()
Holy Pit,https://www.eu-startups.com/directory/holy-pit/,Austria,Graz,"Cosmetics, Health Care, Manufacturing, Personal Health",2020.0,Holy Pit,https://www.eu-startups.com/wp-content/uploads/2021/12/Holy-Pit-150x150.jpg,,,No funding announced yet,https://www.holy-pit.com/,,()
Glacier,https://www.eu-startups.com/directory/glacier/,Austria,Vienna,"Environmental Consulting, Environmental Engineering, Environmental Services",2020.0,Glacier,https://www.eu-startups.com/wp-content/uploads/2021/12/Glacier-150x150.jpg,,"Glacier expertise in providing step-by-step innovative solutions that help in carbon reduction from every company globally. Glacier is a climate startup from Austria with the vision of bringing climate action into the DNA of every company. Through empowerment & education of employees in various formats, such as a Climate Academy and a Climate Impact Week, Climate Action in companies is made simple, understandable and concrete. With the support of Glacier, employees can not only promote climate protection in their company and immediately achieve a real impact, but also network with other people who are facing the same great challenges and exchange best practices and experiences, making the Glacier Community the most effective global community to make for Climate Action.",No funding announced yet,https://glacier.eco/,,()
Gateway Labs,https://www.eu-startups.com/directory/gateway-labs/,Austria,Vienna,"Information Technology, Information Services, Design",2020.0,Gateway Labs,https://www.eu-startups.com/wp-content/uploads/2021/12/Gateway-Labs-150x150.jpg,,"We help innovators create products people love. We’ll build your product, get you to your first 1000 users, and give you the tools you need to go the rest of the way! Putting our skills where our values are. We’ve chosen to focus on areas that are important to us because we believe in using our expertise to make a positive impact. If you have a great idea within the Sustainability, Learning + Health realms, we want to hear about it! We’re not going to develop a product, bill you, and disappear. We have years of experience in designing and scaling consumer products and we’re dedicated to building platforms that people actually use + love.",No funding announced yet,https://www.gatewaylabs.co/,,()
difacturo GmbH,https://www.eu-startups.com/directory/difacturo-gmbh/,Austria,Gleisdorf,"blockchain, einvoice, identdity, RPA,",2019.0,difacturo GmbH,https://www.eu-startups.com/wp-content/uploads/2019/11/difacturo_logo2_500x500-150x150.png,"We form a network for our customers and partners to simplify automated invoice processing. Our process includes all ERP and accounting systems and can also operate all interfaces via Robotics Process Automation (RPA) to prepare invoices fully automatically. Based on third-generation blockchain technology (Hyperledger), we offer our customers the opportunity to securely, easily and cost-effectively exchange data with their business partners. Thanks to our standardization methods, the solution can be used efficiently by small businesses to large corporations. Our peers are globally distributed, and we also work with local partners as node operators in each customer region. Although the focus in the first phase is on the European market, we are consistently working on placing our solutions globally. In addition to B2B invoices, cash receipts at the cash register are also delivered from the cash registers to the end customer's mobile phone via the difacturo interface.",International Independent Decentralized Invoice Network. The mission of difacturo is to simplify e-invoicing. We help our customers to reduce the costs for the handling of e-invoices by more than 90%.,,https://difacturo.com,,()
